Order Date,Year,Order Qty,Cost of Sales,Sales,Profit,Channel,Product Name,Manufacturer,Brand Name,Product Sub Category,Product Category,Region,City,Country
21-06-2020,2020,10,3415.885005,5990,2574.114995,Store,Litware Home Theater System 5.1 Channel M514 Brown,"Litware, Inc.",Litware,Home Theater System,TV and Video,North America,Northampton,United States
19-08-2020,2020,12,48.58076268,161.124,112.5432373,Store,SV DVD 58 DVD Storage Binder M55 Black,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Dallas,United States
19-04-2020,2020,9,4645.406497,8703,4057.593503,Store,Fabrikam Laptop16W M6080 Black,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,North America,Toronto,Canada
17-05-2018,2018,12,1653.217917,2976,1322.782083,Store,Proseware High-Performance Business-Class Laser Fax X200 Grey,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Europe,Cheshire,United Kingdom
02-06-2018,2018,10,151.5594484,3290,3138.440552,Store,Contoso Home Theater System 4.1 Channel M1410 Black,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,North America,Kennebunkport,United States
19-08-2018,2018,12,964.4903812,3393,2428.509619,Store,A. Datum Super-zoom Digital Camera X300 Grey,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Veradale,United States
16-08-2019,2019,12,228.079154,665.73,437.650846,Store,SV 8xDVD E130 Black,Southridge Video,Southridge Video,VCD & DVD,TV and Video,North America,Annapolis,United States
07-07-2020,2020,10,2.564850438,1880,1877.43515,Store,Proseware Wireless Photo All-in-One Printer M390 Grey,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,North Bend,United States
27-10-2020,2020,48,16.71246415,14531.2,14514.48754,Online,Contoso SLR Camera M143 Silver,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders ,North America,Bethesda,United States
25-04-2019,2019,12,2682.443624,9364.28,6681.836376,Reseller,Litware Home Theater System 7.1 Channel M710 Brown,"Litware, Inc.",Litware,Home Theater System,TV and Video,Europe,Paris,France
14-05-2019,2019,10,1794.747579,1390,-404.7475794,Store,Proseware Screen 85in E1010 Black,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,North America,Greeley,United States
29-08-2020,2020,10,1124.416256,2990,1865.583744,Store,SV Car Video TFT7 M7000 Silver,Southridge Video,Southridge Video,Car Video,TV and Video,Europe,Nantes,France
02-02-2018,2018,8,1150.192526,1794,643.8074736,Store,The Phone Company Smart phones 6-LINE SCREEN M21 Pink,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Bucharest,Romania
06-04-2020,2020,9,6695.898038,6670.4,-25.49803846,Store,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Laptops,Computers,North America,San Antonio,United States
14-07-2018,2018,12,66.04855465,10148,10081.95145,Online,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Orange","Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,Asia,Beijing,China
08-10-2018,2018,12,129.8136256,3530.914,3401.100374,Store,Contoso 8GB Clock & Radio MP3 Player X850 Black,"Contoso, Ltd",Contoso,MP4&MP3,Audio,North America,Grand Junction,United States
05-01-2019,2019,120,31.06413779,486.591,455.5268622,Online,Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,Asia,Beijing,China
26-09-2020,2020,20,333.2195433,1000,666.7804567,Online,Contoso Bluetooth Notebook Mouse E70 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Asia,Beijing,China
07-12-2019,2019,8,634.8433986,4168.8,3533.956601,Store,Litware Home Theater System 5.1 Channel M516 Black,"Litware, Inc.",Litware,Home Theater System,TV and Video,Europe,Knotty Ash,United Kingdom
29-11-2019,2019,8,59.18500068,379.924,320.7389993,Store,Contoso Rechargeable Li-Ion Battery Pack E300 Silver,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,Europe,Berne,Switzerland
21-04-2019,2019,9,20.69886498,141.51,120.811135,Store,Contoso USB Wave Multi-Media Keyboard E280 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Humble,United States
05-04-2019,2019,9,149.1821686,249.2,100.0178314,Reseller,Contoso Digital Camera/Camcorder USB Cable E324 White,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Seattle,United States
25-05-2018,2018,10,13.80090777,359.9,346.0990922,Store,Contoso Expandable 3-Handset Cordless Phone System M204 White,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,Racine,United States
24-10-2018,2018,6,4.290865579,99.71,95.41913442,Store,Contoso USB Data Link - direct connect adapter E600 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Houston,United States
19-04-2018,2018,9,107.7448459,1044,936.2551541,Store,Proseware Mobile Receipt and Document Scanner M200 White,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Asia,Shanghai,China
13-08-2018,2018,12,92.84365082,2218.4,2125.556349,Store,A. Datum All in One Digital Camera M200 Grey,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Green Bay,United States
21-08-2018,2018,12,32.86606941,2679.6,2646.733931,Store,A. Datum Full Frame Digital Camera X300 Azure,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Pittsfield,United States
21-08-2018,2018,12,2208.765078,4047.4,1838.634922,Store,Contoso SLR Camera M145 Blue,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders ,North America,Hartford,United States
28-01-2019,2019,13,122.5881661,4618.4,4495.811834,Store,The Phone Company PDA GPS Phone 4.7 inch L950 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Kolkata,India
03-11-2019,2019,10,48.83022421,569,520.1697758,Store,SV 8xDVD E130 Silver,Southridge Video,Southridge Video,VCD & DVD,TV and Video,Asia,Osaka,Japan
21-02-2018,2018,8,18.71638358,2087.928,2069.211616,Online,Contoso DVD 15-Inch Player Portable L200 Silver,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",Europe,Berlin,Germany
24-03-2019,2019,9,170.5365884,1971,1800.463412,Online,Contoso DVD Recorder L220 White,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",Asia,Beijing,China
13-02-2020,2020,18,623.1821118,1777.05,1153.867888,Store,SV Wireless LAN PCI Network Card Adapter E901 Black,Southridge Video,Southridge Video,Computers Accessories,Computers,North America,Buffalo,United States
30-09-2020,2020,36,479.4447827,21384.3,20904.85522,Catalog,Fabrikam Laptop16 M6000 Black,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,North America,North Harford,United States
06-02-2018,2018,9,1063.58626,1696.5,632.9137397,Store,A. Datum Advanced Digital Camera M300 Orange,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Annapolis,United States
27-03-2020,2020,9,1097.28167,19737,18639.71833,Store,Contoso Projector 1080p X980 Black,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,Asia,Islamabad,Pakistan
04-04-2020,2020,12,511.3405918,2235.61,1724.269408,Online,A. Datum Advanced Digital Camera M300 Azure,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Europe,Berlin,Germany
11-08-2018,2018,12,215.3815988,2223,2007.618401,Store,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Charlottesville,United States
22-12-2019,2019,8,5812.805589,6604.4,791.594411,Online,SV Car Video LCD9.2W X9281 Brown,Southridge Video,Southridge Video,Car Video,TV and Video,Europe,Berlin,Germany
25-04-2018,2018,4,25.6604166,50.05,24.3895834,Store,Contoso Optical Wheel OEM PS/2 Mouse E60 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Green Bay,United States
22-03-2018,2018,16,351.5438544,542.1405,190.5966456,Catalog,SV 512MB Laptop memory E800 Yellow,Southridge Video,Southridge Video,Computers Accessories,Computers,North America,North Harford,United States
21-03-2019,2019,18,1184.779647,4859.1,3674.320353,Store,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Adventure Works,Desktops,Computers,North America,Toronto,Canada
05-10-2020,2020,10,62.0366975,4569,4506.963302,Store,Fabrikam Laptop14.1W M4180 Red,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,Asia,Ashgabat,Turkmenistan
23-11-2020,2020,10,636.5915597,4890,4253.40844,Online,Contoso Home Theater System 5.1 Channel M1510 White,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,North America,Bethesda,United States
04-09-2018,2018,6,4.064432526,347.942,343.8775675,Store,Contoso 4G MP3 Player E400 Green,"Contoso, Ltd",Contoso,MP4&MP3,Audio,North America,Snoqualmie,United States
24-05-2020,2020,10,770.9491368,1845,1074.050863,Store,A. Datum Consumer Digital Camera M300 Green,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Houston,United States
16-09-2020,2020,20,15.06075723,199.8,184.7392428,Store,SV DVD 38 DVD Storage Binder E25 Black,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Asia,Damascus,Syria
13-11-2019,2019,10,50.14696483,1210,1159.853035,Store,Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Virginia Beach,United States
29-04-2020,2020,9,42.59745683,863.55,820.9525432,Store,Contoso 4GB Portable MP3 Player M450 Black,"Contoso, Ltd",Contoso,MP4&MP3,Audio,North America,Lakeland,United States
30-07-2020,2020,12,37.84299166,12748.4,12710.55701,Store,Fabrikam Laptop19 M9000 Black,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,Asia,Kolkata,India
08-07-2018,2018,6,17.06883527,612,594.9311647,Reseller,Proseware Photo Ink jet Printer E290 White,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Asia,Beijing,China
24-05-2019,2019,10,107.6575397,389.9,282.2424603,Store,Contoso Private Automatic Branch Exchange M65 Grey,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,Atlantic City,United States
09-07-2020,2020,10,0.200333517,199.5,199.2996665,Reseller,Contoso Car power adapter M90 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Paris,France
17-01-2021,2021,16,478.6097598,2508,2029.39024,Store,A. Datum Ultra Compact Digital Camera M190 Green,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Europe,Hofheim am Taunus,Germany
10-01-2021,2021,26,1047.102349,15722.6,14675.49765,Online,Proseware LCD22 M2000 Black,"Proseware, Inc.",Proseware,Monitors,Computers,North America,Bethesda,United States
17-03-2019,2019,9,1.108139592,2699.1,2697.99186,Store,Litware Home Theater System 2.1 Channel E212 Black,"Litware, Inc.",Litware,Home Theater System,TV and Video,North America,New York,United States
12-11-2018,2018,5,868.3771797,1349.5,481.1228203,Store,Litware Home Theater System 2.1 Channel E211 Brown,"Litware, Inc.",Litware,Home Theater System,TV and Video,Asia,Yokohama,Japan
25-09-2020,2020,12,1272.832193,3528.2,2255.367807,Online,The Phone Company Touch Screen Phones SAW/Built-in M801 Gold,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,North America,Bethesda,United States
05-12-2019,2019,8,8.208714073,1250.6,1242.391286,Reseller,Proseware Ink Jet All in one M300 Black,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Europe,Paris,France
06-03-2018,2018,120,16.64787619,1797.7507,1781.102824,Store,Contoso Rubberized Skin BlackBerry E100 Black,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,Europe,York,United Kingdom
03-04-2019,2019,9,24.52104576,62.55,38.02895424,Catalog,Contoso Lens Cap Keeper E314 Yellow,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,North Harford,United States
09-11-2019,2019,10,336.567037,6270,5933.432963,Reseller,A. Datum SLR Camera X137 Grey,A. Datum Corporation,A. Datum,Digital SLR Cameras,Cameras and camcorders ,Asia,Beijing,China
16-02-2018,2018,4,66.40592836,1076.4,1009.994072,Store,Contoso Home Theater System 2.1 Channel E1200 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Europe,Nizhny Novgorod,Russia
19-03-2018,2018,4,57.75299436,766.15,708.3970056,Store,Contoso Finger Touch Screen Phones M30 Black,"Contoso, Ltd",Contoso,Touch Screen Phones ,Cell phones,North America,Parkville,United States
20-04-2018,2018,9,179.8703149,206.01,26.13968512,Reseller,SV DVD 60 DVD Storage Binder L20 Red,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Asia,Beijing,China
14-08-2018,2018,5,1.641643377,389.95,388.3083566,Store,Contoso Genuine Leather Grip Belt E322 Silver,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,Europe,Ramstein,Germany
01-09-2018,2018,12,1135.84461,27310.5,26174.65539,Reseller,Contoso Projector 1080p X980 Silver,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,North America,Seattle,United States
13-05-2019,2019,24,821.5843852,517.68,-303.9043852,Online,Contoso 2G MP3 Player E200 Blue,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Europe,Berlin,Germany
27-05-2020,2020,40,93.43735077,5160,5066.562649,Catalog,The Phone Company Smart phones without camera E100 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,North Harford,United States
19-07-2020,2020,10,6.566642383,289.9,283.3333576,Store,Contoso 2-Line Corded Cordless Telephone M202 Grey,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,Europe,Manchester,United Kingdom
14-11-2018,2018,100,397.184485,294,-103.184485,Store,Reusable Phone Screen Protector E120,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,North America,North Bend,United States
22-07-2019,2019,12,176.1375614,3584.4,3408.262439,Store,SV Car Video TFT7 M7001 Silver,Southridge Video,Southridge Video,Car Video,TV and Video,Asia,Bangkok,Thailand
05-12-2019,2019,13,11.59516747,1625.4,1613.804833,Store,A. Datum Compact Digital Camera M200 Green,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Anchorage,United States
25-02-2018,2018,9,98.08051119,2313.911,2215.830489,Store,Contoso DVD 14-Inch Player Portable L100 White,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",North America,Sheboygan,United States
30-05-2018,2018,12,107.81057,275.88,168.06943,Store,Contoso Expandable Cordless Phone System M008 Black,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,Europe,Hofheim am Taunus,Germany
14-07-2018,2018,10,971.9420302,2300,1328.05797,Reseller,The Phone Company Smart phones 6-LINE SCREEN M21 Grey,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Paris,France
01-09-2018,2018,18,1927.664269,3893.115,1965.450731,Store,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Wide World Importers,Desktops,Computers,North America,Bacliff,United States
13-10-2018,2018,12,321.648956,3903.2,3581.551044,Reseller,"Fabrikam SLR Camera 35"" M358 Orange","Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,Seattle,United States
09-12-2020,2020,13,1077.267988,4563.2,3485.932012,Catalog,Fabrikam Laptop12 M2002 Red,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,North America,North Harford,United States
29-03-2019,2019,9,192.8199784,2631.2,2438.380022,Store,Litware Home Theater System 2.1 Channel E210 Silver,"Litware, Inc.",Litware,Home Theater System,TV and Video,North America,Montreal,Canada
08-07-2018,2018,10,974.174876,2280,1305.825124,Online,Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Europe,Berlin,Germany
23-08-2018,2018,12,48.75749132,2214,2165.242509,Store,A. Datum Consumer Digital Camera M300 Orange,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Lakeland,United States
14-12-2020,2020,13,2372.997451,1269.873,-1103.124451,Reseller,NT Wireless Bluetooth Stereo Headphones M402 Black,Northwind Traders,Northwind Traders,Bluetooth Headphones,Audio,Asia,Beijing,China
01-04-2020,2020,18,347.275183,6663.33,6316.054817,Reseller,Adventure Works Laptop12 M1201 White,Adventure Works,Adventure Works,Laptops,Computers,Asia,Beijing,China
25-07-2018,2018,10,186.8384959,126.6,-60.23849585,Store,SV DVD 55DVD Storage Binder M56 Red,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Racine,United States
27-06-2019,2019,10,829.6345956,5990,5160.365404,Catalog,Proseware Laptop16 M610 Black,"Proseware, Inc.",Proseware,Laptops,Computers,North America,North Harford,United States
14-06-2020,2020,10,246.264782,289.9,43.63521802,Online,Contoso Hybrid system M60 Grey,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,Bethesda,United States
17-08-2020,2020,12,1771.684147,4317.3,2545.615853,Catalog,SV Car Video LCD7 M7003 Black,Southridge Video,Southridge Video,Car Video,TV and Video,North America,North Harford,United States
19-12-2019,2019,13,3.951455201,29490.75,29486.79854,Store,WWI Projector 1080p LCD86 White,Wide World Importers,Wide World Importers,Projectors & Screens,Computers,Asia,Tehran,Iran
19-03-2018,2018,8,9.153450426,222.6,213.4465496,Reseller,Contoso Digital Camera/Camcorder USB Cable E324 Silver,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Seattle,United States
15-12-2018,2018,13,1043.172704,2391.2,1348.027296,Store,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Elmira,United States
11-01-2019,2019,6,11.13932874,960,948.8606713,Store,Fabrikam Social Videographer 2/3'' 17mm E100 Grey,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,North America,Litchfield County,United States
08-03-2019,2019,9,201.8212279,88.4115,-113.4097279,Store,Contoso DVD 38 DVD Storage Binder E25 Silver,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",North America,Wapato,United States
10-07-2020,2020,10,6687.156795,6990,302.8432051,Store,Proseware Laptop15 M510 Black,"Proseware, Inc.",Proseware,Laptops,Computers,North America,Beaumont,United States
17-05-2020,2020,12,38.35002753,4296,4257.649972,Online,"Contoso SLR Camera 35"" M358 Blue","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders ,Europe,Berlin,Germany
06-03-2020,2020,360,879.5084415,5395.3507,4515.842258,Store,Contoso Rubberized Skin BlackBerry E100 Silver,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,Europe,Moscow,Russia
05-02-2020,2020,8,57.67917394,98.748,41.06882606,Online,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Europe,Berlin,Germany
16-05-2018,2018,5,129.3851762,239.75,110.3648238,Store,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Northwind Traders,Bluetooth Headphones,Audio,North America,New Haven,United States
06-06-2020,2020,10,2494.988725,3829.5,1334.511275,Online,Adventure Works Laptop12 M1201 White,Adventure Works,Adventure Works,Laptops,Computers,North America,Bethesda,United States
07-06-2018,2018,6,54.21595845,612,557.7840415,Online,SV 80GB USB2.0 Portable Hard Disk E500 Blue,Southridge Video,Southridge Video,Computers Accessories,Computers,Asia,Beijing,China
03-10-2019,2019,10,206.9961866,1650,1443.003813,Online,A. Datum Ultra Compact Digital Camera M190 Silver,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China
14-02-2020,2020,8,284.1679607,3477.778,3193.610039,Online,"Adventure Works 26"" 720p LCD HDTV M140 Black",Adventure Works,Adventure Works,Televisions,TV and Video,Europe,Berlin,Germany
29-07-2018,2018,5,11.93034099,84.95,73.01965901,Store,Contoso 3 Handset Cordless Phone System  E30 Black,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,Europe,Nice,France
28-06-2018,2018,12,242.5690544,7596,7353.430946,Store,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 White,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,Asia,Mumbai,India
08-11-2018,2018,5,0.478424452,599.95,599.4715755,Store,"Adventure Works 13"" Color TV E25 Black",Adventure Works,Adventure Works,Televisions,TV and Video,North America,Richardson,United States
18-12-2019,2019,8,1994.63059,1857.4,-137.23059,Reseller,Contoso Screen 106in M060 Silver,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,Europe,Paris,France
12-03-2018,2018,6,1252.826989,1113.4,-139.4269889,Store,Contoso Screen 100in E010 White,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,Europe,Madrid,Spain
09-04-2018,2018,4,7.808705694,52,44.19129431,Store,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Hillsboro,United States
07-05-2019,2019,10,2.078931502,3690,3687.921068,Store,SV Car Video LCD7 M7003 Black,Southridge Video,Southridge Video,Car Video,TV and Video,North America,Miami,United States
30-09-2019,2019,12,8179.184262,5838.3,-2340.884262,Store,SV Car Video LCD7W M7081 Black,Southridge Video,Southridge Video,Car Video,TV and Video,North America,Germantown,United States
21-11-2020,2020,10,8.531769321,5990,5981.468231,Store,Adventure Works Laptop16 M1601 Red,Adventure Works,Adventure Works,Laptops,Computers,North America,Jersey City,United States
18-12-2020,2020,13,121.9109378,3571.2,3449.289062,Store,WWI LCD20W M250 White,Wide World Importers,Wide World Importers,Monitors,Computers,North America,Englewood,United States
31-12-2020,2020,13,38.3127558,180.57,142.2572442,Online,Contoso DVD 58 DVD Storage Binder M55 Silver,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",Asia,Beijing,China
16-02-2018,2018,9,1488.678829,2371.8,883.1211707,Store,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Wheat Ridge,United States
02-04-2018,2018,9,54.19207401,6256.05,6201.857926,Store,WWI Projector 720p LCD56 Black,Wide World Importers,Wide World Importers,Projectors & Screens,Computers,North America,Fort Lauderdale,United States
17-04-2020,2020,9,215.9091715,4291.4,4075.490829,Reseller,Proseware Projector 480p DLP12 Silver,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,Asia,Beijing,China
29-12-2018,2018,13,487.0698754,2267.874,1780.804125,Store,SV DVD 12-Inch Player Portable M400 Silver,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Beaumont,United States
19-06-2019,2019,10,1474.82637,3100,1625.17363,Store,The Phone Company PDA Wifi 3.7-inch M250 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Denton,United States
12-01-2020,2020,13,3662.886711,6387.2,2724.313289,Store,SV Car Video LCD7W M7081 Black,Southridge Video,Southridge Video,Car Video,TV and Video,North America,Veradale,United States
15-02-2018,2018,4,111.3853384,516,404.6146616,Store,A. Datum Compact Digital Camera M200 Silver,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Everett,United States
03-04-2020,2020,18,10821.61097,11883,1061.389027,Online,WWI Laptop15 M0150 White,Wide World Importers,Wide World Importers,Laptops,Computers,Asia,Beijing,China
29-07-2018,2018,5,1150.163737,695,-455.1637367,Store,Adventure Works LCD19 E108 Black,Adventure Works,Adventure Works,Monitors,Computers,North America,New York,United States
14-10-2018,2018,8,78.35571516,112.101,33.74528484,Reseller,Contoso Phone with Memory Dialing-single line E88 White,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,Europe,Paris,France
29-04-2018,2018,4,2347.401822,1248,-1099.401822,Store,A. Datum SLR Camera M140 Pink,A. Datum Corporation,A. Datum,Digital SLR Cameras,Cameras and camcorders ,North America,Denver,United States
14-05-2018,2018,6,30.69632989,960,929.3036701,Store,Fabrikam Social Videographer 2/3'' 17mm E100 Black,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,Europe,Bamberg,Germany
10-08-2018,2018,6,3.813542478,78.3,74.48645752,Reseller,Contoso Education Supplies Bundle E200 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Seattle,United States
10-10-2018,2018,12,289.0857467,2204,1914.914253,Store,Proseware Screen 100in M1609 Black,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,North America,Fort Atkinson,United States
09-08-2019,2019,12,29.3947868,7068.2,7038.805213,Online,Adventure Works Laptop16 M1601 Silver,Adventure Works,Adventure Works,Laptops,Computers,North America,Bethesda,United States
25-10-2020,2020,18,194.4992017,488.25,293.7507983,Reseller,Contoso Connectivity Starter Kit Smart Buy M680 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Paris,France
17-12-2020,2020,6,15026.33359,16094.9445,1068.610914,Online,"Adventure Works 52"" LCD HDTV X590 Black",Adventure Works,Adventure Works,Televisions,TV and Video,Asia,Beijing,China
26-12-2019,2019,8,1380.848534,2577.6,1196.751466,Store,"Contoso SLR Camera 35"" M358 Silver Grey","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders ,Europe,London,United Kingdom
09-04-2018,2018,9,1431.872063,2610,1178.127937,Store,A. Datum Super-zoom Digital Camera X300 Orange,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Holyoke,United States
27-07-2018,2018,10,7.101400899,310,302.8985991,Store,Contoso Integrated Business Phone L08 White,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,Key West,United States
10-07-2018,2018,10,12404.16828,5690,-6714.168277,Store,Litware Home Theater System 5.1 Channel M515 Black,"Litware, Inc.",Litware,Home Theater System,TV and Video,North America,Trenton,United States
27-11-2018,2018,10,8.709241509,1980,1971.290758,Store,A. Datum Point Shoot Digital Camera M500 Pink,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Nantucket,United States
10-11-2018,2018,10,1.418809346,2660,2658.581191,Store,The Phone Company PDA Handheld 3.7 inch M630 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Boulder,United States
15-02-2018,2018,4,155.63423,509.55,353.91577,Store,Adventure Works LCD17W E203 Black,Adventure Works,Adventure Works,Monitors,Computers,North America,Sedalia,United States
18-02-2020,2020,13,1365.236764,6262.45,4897.213236,Store,SV Car Video LCD7W M7081 Brown,Southridge Video,Southridge Video,Car Video,TV and Video,Asia,Hong Kong,China
16-08-2020,2020,24,28.07208008,308.1,280.0279199,Reseller,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Seattle,United States
07-03-2019,2019,9,1952.011419,2595.5,643.4885809,Store,A. Datum Super-zoom Digital Camera X300 Azure,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Toronto,Canada
09-06-2018,2018,10,0.847189721,229.9,229.0528103,Store,Contoso Expandable Cordless Phone System M008 Grey,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,New Castle,United States
05-11-2018,2018,10,44.76765792,6450,6405.232342,Store,Fabrikam SLR Camera X147 Grey,"Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,Holyoke,United States
04-11-2018,2018,100,32.33940247,335,302.6605975,Store,Contoso In-Line Coupler E180 Silver,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,North America,Pasadena,United States
